Lab Id,Laboratory
1789,"[Italy, Brescia] Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romag ..."
3521,"[Italy, Sassari] Istituto Zooprofilattico Sperimentale della Sardegna"
3251,"[Italy, Padua] Istituto Zooprofilattico Sperimentale delle Venezie"
2698,"[Italy, Legnaro (PD)] Istituto Zooprofilattico Sperimentale delle Venezie, EU/OIE/Referenc ..."
3433,"[Italy, Bolzano-Bozen] Laboratorio Aziendale di Microbiologia e Virologia, Hospital of Bol ..."
2167,"[Italy, Bolzano] Laboratorio Aziendale di Microbiologia e Virologia/Comprensorio sanitario ..."
2049,"[Italy, Ancona] Laboratorio di Virologia - Azienda Ospedaliero-Universitaria Ospedali Riun ..."
3437,"[Italy, Cosenza] Microbiology & Virology Unit, Annunziata Hub Hospital, Azienda Ospedalier ..."
2048,"[Italy, Ancona] Microbiology University Politecnica delle Marche"
334,"[Italy, Sienna] Novartis Vaccines and Diagnostics s.r.l."
3439,"[Italy, Varese] Ospedale di Circolo e Fondazione Macchi, ASST Sette Laghi, University of I ..."
3258,"[Italy, Trieste] SC (UCO) Igiene e Sanità Pubblica, University of Trieste"
3259,"[Italy, Trieste] SC (UCO) Igiene e Sanità Pubblica, University of Trieste"
3072,"[Italy, Rome] Scientific Department, Virology Laboratory, Army Medical Center"
3440,"[Italy, Bologna] St. Orsola Polyclinic, University of Bologna"
1865,"[Italy, Bari] UOC Policlinico di Bari DIMO"
1014,"[Italy, Milan] University Vita-Salute San Raffaele"
1962,"[Italy, Bari] University of Bari"
3204,"[Italy, 70124 Bari] University of Bari DIM"
1727,"[Italy, Florence] University of Florence"
339,"[Italy, Genoa] University of Genoa"
3430,"[Italy, Genoa] University of Genoa"
3170,"[Italy, Milan] University of Milan"
3169,"[Italy, Milan] University of Milan"
1862,"[Italy, Milan] University of Milan"
2154,"[Italy, Padova] University of Padova"
1724,"[Italy, Parma] University of Parma"
1548,"[Italy, Perugia] University of Perugia"
1850,"[Italy, S. Andrea delle Fratte] University of Perugia"
1726,"[Italy, Sassari	] University of Sassari"
2125,"[Italy, Siena] University of Siena"
2130,"[Italy, Siena] University of Study of Siena"
1964,"[Italy, Trieste] University of Trieste"
1728,"[Italy, Rome] Università Cattolica del Sacro Cuore"
2045,"[Italy, Ancona] Università Politecnica delle Marche"
1959,"[Italy, Padova] Università degli Studi di Padova"
2265,"[Italy, Palermo] Università degli Studi di Palermo, Dipartimento di Scienze per la Promozi ..."
1362,"[Jamaica, Kingston] University of the West Indies"
1084,"[Japan, Aichi] Aichi Prefectural Institute of Public Health"
1412,"[Japan, Nagoya] Aichi Prefectural Institute of Public Health"
1056,"[Japan, Akita] Akita Research Center for Public Health and Environment"
1645,"[Japan, Hyogo] Amagasaki City Institute of Public Health"
2214,"[Japan, Tokoname] Animal Quarantine Service, Ministry of Agriculture, Forestry and Fisheri ..."
1052,"[Japan, Aomori] Aomori Prefectural Institute of Public Health and Environment"
3709,"[Japan, Tottori] Avian Zoonosis Research Center"
1101,"[Japan, Hiroshima] Center for Public Health and Environment, Hiroshima Prefectural Technol ..."
1065,"[Japan, Chiba] Chiba City Institute of Health and Environment"
1064,"[Japan, Chiba] Chiba Prefectural Institute of Public Health"
1105,"[Japan, Ehime] Ehime Prefecture Institute of Public Health and Environmental Science"
1075,"[Japan, Fukui] Fukui Prefectural Institute of Public Health"
1108,"[Japan, Fukuoka] Fukuoka City Institute for Hygiene and the Environment"
1107,"[Japan, Fukuoka] Fukuoka Institute of Public Health and Environmental Sciences"
1058,"[Japan, Fukushima] Fukushima Prefectural Institute of Public Health"
1080,"[Japan, Gifu] Gifu Municipal Institute of Public Health"
1079,"[Japan, Gifu] Gifu Prefectural Institute of Health and Environmental Sciences"
3301,"[Japan, Sapporo] Graduate School of Veterinary Medicine, Hokkaido University"
2071,"[Japan, Sapporo] Graduate School of Veterinary Medicine, Hokkaido University"
1061,"[Japan, Gunma] Gunma Prefectural Institute of Public Health and Environmental Sciences"
1083,"[Japan, Shizuoka] Hamamatsu City Health Environment Research Center"
1643,"[Japan, Hyogo] Himeji City Institute of Environment and Health"
1102,"[Japan, Hiroshima] Hiroshima City Institute of Public Health"
1050,"[Japan, Hokkaido] Hokkaido Institute of Public Health"
2072,"[Japan, Sapporo] Hokkaido University"
1093,"[Japan, Hyogo] Hyogo Prefectural Institute of Public Health and Consumer Sciences"
1059,"[Japan, Ibaraki] Ibaraki Prefectural Institute of Public Health"
1074,"[Japan, Ishikawa] Ishikawa Prefectural Institute of Public Health and Environmental Scienc ..."
1638,"[Japan, Kagawa] Kagawa Prefectural Research Institute for Environmental Sciences and Publi ..."
1116,"[Japan, Kagoshima] Kagoshima Prefectural Institute for Environmental Research and Public H ..."
3035,"[Japan, Kagoshima] Kagoshima University"
3066,"[Japan, Kagoshima-shi] Kagoshima University"
3370,"[Japan, Kagoshima] Kagoshima University"
1804,"[Japan, Kagoshima] Kagoshima University"
1805,"[Japan, Kagoshima] Kagoshima University"
3065,"[Japan, Kagoshima-shi] Kagoshima University"
1067,"[Japan, Kanagawa] Kanagawa Prefectural Institute of Public Health"
1069,"[Japan, Kanagawa] Kawasaki City Institute of Public Health"
1109,"[Japan, Fukuoka] Kitakyusyu City Institute of Enviromental Sciences"
1094,"[Japan, Hyogo] Kobe Institute of Health"
2187,"[Japan, Kobe] Kobe University Graduate School of Medicine"
2188,"[Japan, Kobe] Kobe University Graduate School of Medicine"
1106,"[Japan, Kochi] Kochi Public Health and Sanitation Institute"
1113,"[Japan, Kumamoto] Kumamoto City Environmental  Research Center"
1112,"[Japan, Kumamoto] Kumamoto Prefectural Institute of Public Health and Environmental Scienc ..."
1089,"[Japan, Kyoto] Kyoto City Institute of Health and Environmental Sciences"
1088,"[Japan, Kyoto] Kyoto Prefectural Institute of Public Health and Environment"
1086,"[Japan, Mie] Mie Prefecture Health and Environment Research Institute"
1054,"[Japan, Miyagi] Miyagi Prefectural Institute of Public Health and Environment"
1115,"[Japan, Miyazaki] Miyazaki Prefectural Institute for Public Health and Environment"
1078,"[Japan, Nagano] Nagano City Health Center"
2204,"[Japan, Nagano] Nagano Environmental Conservasion Research Institute"
1077,"[Japan, Nagano] Nagano Environmental Conservation Research Institute"
1644,"[Japan, Nagasaki] Nagasaki Municipal Public Health and Environment Laboratory"
1111,"[Japan, Nagasaki] Nagasaki Prefectural Institute for Environment Research and Public Healt ..."
3626,"[Japan, Nagasaki] Nagasaki University"
1085,"[Japan, Aichi] Nagoya City Public Health Research Institute"
1095,"[Japan, Nara] Nara Prefectural Institute for Hygiene and Environment"
3109,"[Japan, Tsukuba] National Agriculture and Food Research Organization"
1709,"[Japan, Tsukuba-shi] National Agriculture and Food Research Organization"
3517,"[Japan, Tsukuba, ] National Agriculture and Food Research Organization"
3490,"[Japan, Tsukuba] National Institute for Environmental Studies"
3491,"[Japan, Tsukuba] National Institute for Environmental Studies"
1716,"[Japan, Tsukuba] National Institute of Animal Health"
3698,"[Japan, Tsukuba, Ibaraki] National Institute of Animal Health"
1985,"[Japan, Tsukuba] National Institute of Animal Health"
1708,"[Japan, Tsukuba] National Institute of Animal Health"
301,"[Japan, Tokyo] National Institute of Infectious Diseases (NIID)"
1072,"[Japan, Niigata] Niigata City Institute of Public Health and Environment"
1071,"[Japan, Niigata] Niigata Prefectural Institute of Public Health and Environmental Sciences"
3022,"[Japan, Niigata] Niigata University"
3345,"[Japan, Niigata City] Niigata University"
3518,"[Japan, Gosen-shi] Niigata University"
318,"[Japan, Niigata City] Niigata University (DPH)"
2291,"[Japan, Niigata City] Niigata University (IDRC)"
3021,"[Japan, Niigata] Niiigata University"
1114,"[Japan, Oita] Oita Prefectural Institute of Health and Environment"
3724,"[Japan, Hasama machi] Oita University,"
1100,"[Japan, Okayama] Okayama Prefectural Institute for Environmental Science and Public Health"
1117,"[Japan, Okinawa] Okinawa Prefectural Institute of Health and Environment"
1091,"[Japan, Osaka] Osaka City Institute of Public Health and Environmental Sciences"
1090,"[Japan, Osaka] Osaka Prefectural Institute of Public Health"
3707,"[Japan, Yokohama] Pathological and Physiochemical Examination Division"
1053,"[Japan, Iwate] Research Institute for Environmental Sciences and Public Health of Iwate Pr ..."
2183,"[Japan, Osaka ] Research Institute for Microbial Diseases, Osaka University"
3271,"[Japan, Suita] Research Institute for Microbial Diseases, Osaka University"
1110,"[Japan, Saga] Saga Prefectural Institute of Public Health and Pharmaceutical Research"
1070,"[Japan, Kanagawa] Sagamihara City Laboratory of Public Health"
1063,"[Japan, Saitama] Saitama City Institute of Health  Science and Research"
1062,"[Japan, Saitama] Saitama Institute of Public Health"
2201,"[Japan, Saitama ] Saitama Medical University"
2200,"[Japan, iruma] Saitama medical university"
1092,"[Japan, Osaka] Sakai City Institute of Public Health"
1051,"[Japan, Hokkaido] Sapporo City Institute of Public Health"
1055,"[Japan, Miyagi] Sendai City Institute of Public Health"
1087,"[Japan, Shiga] Shiga Prefectural Institute of Public Health"
1099,"[Japan, Shimane] Shimane Prefectural Institute of Public Health and Environmental Science"
3732,"[Japan, Sapporo] Shionogi & Co."
1082,"[Japan, Shizuoka] Shizuoka City Institute of Environmental Sciences and Public Health"
1081,"[Japan, Shizuoka] Shizuoka Institute of Environment and Hygiene"
2539,"[Japan, Minatoku, Tokyo] The Institute of Medical Science, the University of Tokyo"
3036,"[Japan, Fushimi-ku, Kyoto] The Kyodoken Institute for Animal Science Research & Developmen ..."
3627,"[Japan, Nagasaki] The Nagasaki University"
1060,"[Japan, Tochigi] Tochigi Prefectural Institute of Public Health and Environmental Science"
2098,"[Japan, Sendai] Tohoku University School of Medicine"
1104,"[Japan, Tokushima] Tokushima Prefectural Centre for Public Health and Environmental Scienc ..."
1066,"[Japan, Tokyo] Tokyo Metropolitan Institute of Public Health"
1098,"[Japan, Tottori] Tottori Prefectural Institute of Public Health and Environmental Science"
1073,"[Japan, Toyama] Toyama Institute of Health"
2567,"[Japan, Tokyo] University of Tokyo"
2540,"[Japan, Tokyo] University of Tokyo, Institute of Medical Science"
1642,"[Japan, Tochigi] Utsunomiya City Institute of Public Health and Environment Science"
1640,"[Japan, Miyagi] Virus Research Center, Sendai Medical Center"
1097,"[Japan, Wakayama] Wakayama City Institute of Public Health"
1096,"[Japan, Wakayama] Wakayama Prefectural Research Center of Environment and Public Health"
340,"[Japan, Yamagata] Yamagata Prefectural Institute of Public Health"
1103,"[Japan, Yamaguchi] Yamaguchi Prefectural Institute of Public Health and Environment"
1076,"[Japan, Yamanashi] Yamanashi Institute for Public Health"
1924,"[Japan, Yokohama] Yokohama City Institute of Public Health"
1923,"[Japan, Yokohama] Yokohama City Institute of Public Health"
1068,"[Japan, Kanagawa] Yokohama City Institute of Public Health."
1641,"[Japan, Kanagawa] Yokosuka Institute of Public Health"
1667,"[Jordan, Amman] Laboratory Directorate"
3377,"[Kazakhstan, Almaty] Aikimbayev National Scientific Center for Especially Dangerous Infect ..."
1363,"[Kazakhstan, Almaty] CDC-Central Asia Office"
1521,"[Kazakhstan, Astana] CSEE"
1814,"[Kazakhstan, Astana] Centre Sanitary-Epidemiological Expertise in Astana"
1118,"[Kazakhstan, Almaty] Institute of Microbiology and Virology ME and S RK"
3378,"[Kazakhstan, Almaty] Kazakh National Agrarian University"
2626,"[Kazakhstan, Nur-Sultan] Laboratory of molecular-genetic research, National center of expe ..."
3346,"[Kazakhstan, Karagandy] Laboratory of virology, National Center of Expertise, branch in Ka ..."
3334,"[Kazakhstan, Nur-Sultan city] Laboratory of virology, National Center of Expertise, branch ..."
3362,"[Kazakhstan, Ust-Kamenogorsk] NATIONAL CENTRE OF EXPERTISE CSEC MH RK   FOR THE EAST KAZAK ..."
3361,"[Kazakhstan, TURKESTAN ] NATIONAL CENTRE OF EXPERTISE OF THE CSEC MH RK  IN THE TURKESTAN  ..."
2171,"[Kazakhstan, Astana] National Center for Expertise, Kazakhstan"
3134,"[Kazakhstan, Astana] National Center of Biotechnology Republic of Kazakhstan"
3498,"[Kazakhstan, Almaty] National Centre of Expertise in Almaty"
2080,"[Kazakhstan, Astana] National Centre of Expertise in Astana"
3495,"[Kazakhstan, Atyrau] National Centre of Expertise in Atyrau region"
3528,"[Kazakhstan, Kyzylorda ] National Centre of Expertise in Kyzylorda region"
1364,"[Kazakhstan, Almaty] National Reference Laboratory"
3045,"[Kazakhstan, Nur-Sultan city] National Veterinary Reference Center"
1757,"[Kazakhstan, Gvardeyskiy] Research Institute for Biological Safety Problems"
2506,"[Kazakhstan, Almaty] Research-Practival Center of Sanitary-Epidemiological Expertise"
2095,"[Kazakhstan, Almaty] Scientific and practical Center of Sanitary and Epidemiological exper ..."
2096,"[Kazakhstan, Almaty] Scientific-Practical Centre for Sanitary-Epidemiological Expertise an ..."
1510,"[Kenya, Nairobi] ARI Unit, Kenya Medical Research Institute (KEMRI - NIC), Centre for Viru ..."
1365,"[Kenya, Nairobi] CDC-Kenya"
2262,"[Kenya, Kilifi] KEMRI Wellcome Trust Research Programme (KWTRP)"
2261,"[Kenya, Kilfi] KEMRI-Wellcome Trust Research Programme CGMRC"
2700,"[Kenya, Nairobi] Kenya Medical Research Institute"
1511,"[Kenya, Nairobi] Kenya Medical Research Institute"
2625,"[Kenya, Kisumu] Kenya Medical Research Institute (KEMRI)"
137,"[Kenya, Nairobi] Kenya Medical Research Institute (KEMRI)"
3560,"[Kenya, Nairobi] Kenya Medical Research Institute (KEMRI)"
2624,"[Kenya, Kisumu] Kenya Medical Research Institute (KEMRI)"
1557,"[Kenya, Nairobi] Kenyatta University"
1139,"[Kenya, Nairobi] US Army Medical Research Unit - Kenya (USAMRU-K), GEIS Human Influenza Pr ..."
1141,"[Kenya, Nairobi] USAMRU-K"
2566,"[Kenya, Nairobi] Wellcome Trust"
239,"[Kiribati, Bikenibeu-Tarawa] Ministry of Health"
3131,"[Korea, Democratic People's Republic of, Pyongyang] Center Veterinary Laboratory ,Democrat ..."
3133,"[Korea, Democratic People's Republic of, Pyongyang] Center Veterinary Laboratory ,Democrat ..."
3674,"[Korea, Republic of, Gimcheon-si] Animal and Plant Quarantine Agency"
2203,"[Korea, Republic of, Gimcheon-si] Animal and Plant Quarantine Agency (APQA)"
1835,"[Korea, Republic of, Anyang] Animal and Plant Quarantine Agency (O-1835)"
2007,"[Korea, Republic of, Gimcheon-si] Animal and Plant Quarantine Agency (O-2007)"
2025,"[Korea, Republic of, Gimcheon] Animal and Plant Quarantine Agency (O-2015)"
2027,"[Korea, Republic of, Gimcheon-si] Animal and Plant Quarantine Agency (O-2017)"
2144,"[Korea, Republic of, Gimcheon-si] Animal and Plant Quarantine Agency (O-2144)"
2145,"[Korea, Republic of, Gimcheon] Animal and Plant Quarantine Agency (S-2145)"
2158,"[Korea, Republic of, Anyang] Animal and Plant Quarantine Agency (S-2158)"
1808,"[Korea, Republic of, Seoul] Avian diaseases laboratory, College of Veterinary Medicine, Ko ..."
3228,"[Korea, Republic of, Cheongju] Chungbuk National University"
3227,"[Korea, Republic of, Cheongju] Chungbuk National University"
3226,"[Korea, Republic of, Cheongju-si] Chungbuk National University"
3225,"[Korea, Republic of, Cheongju] Chungbuk National University"
3061,"[Korea, Republic of, Seoul] Konkuk University"
3062,"[Korea, Republic of, Seoul] Konkuk University"
3063,"[Korea, Republic of, Seoul] Konkuk University"
3677,"[Korea, Republic of, Seoul] Konkuk University"
3746,"[Korea, Republic of, Seoul] Konkuk University"
3060,"[Korea, Republic of, Seoul] Konkuk University"
1857,"[Korea, Republic of, Seoul] Konkuk University"
3599,"[Korea, Republic of, Cheongju] Korea Centers for Disease Control & Prevention (KCDC)"
2518,"[Korea, Republic of, Cheongju] Korea Centers for Disease Control & Prevention (KCDC)"
3602,"[Korea, Republic of, Cheongju-si, Chungcheongbuk-do] Korea Disease Control and Prevention  ..."
3598,"[Korea, Republic of, Cheongju-si] Korea Disease Control and Prevention Agency (KDCA)"
1905,"[Korea, Republic of, Chung-buk] Korea National Institute of Health"
3729,"[Korea, Republic of, Yuseong-gu] Korea Research Institute of Bioscience and Biotechnology"
3295,"[Korea, Republic of, Dae-gu] Kyungpook National University"
3644,"[Korea, Republic of, Daegu] Kyungpook National University School of Medicine"
3294,"[Korea, Republic of, Daegu] Microbiology laboratory, College of Veterinary Medicine, Kyung ..."
1903,"[Korea, Republic of, Cheongju-si] National Influenza Center of Republic of Korea, Korea CD ..."
1904,"[Korea, Republic of, Cheong-ju si] National Influenza Center, Division of Influenza virus, ..."
2565,"[Korea, Republic of, Cheongju-si] National Influenza Center, Division of Viral Diseases, K ..."
257,"[Korea, Republic of, Seoul] National Institute of Health"
1739,"[Korea, Republic of, Osong] National Institute of Health in Korea (KNIH)"
3775,"[Korea, Republic of, Gwangju] National Institute of Wildlife Disease Control and Preventio ..."
3645,"[Korea, Republic of, Seoul] Seoul National University"
3219,"[Korea, Republic of, Seoul] Seoul national university"
3733,"[Korea, Republic of, Jeollabuk-do] Wonkwang University"
3502,"[Korea, Republic of, Gimcheon] animal and plant quarantine agency"
3417,"[Kosovo, Prishtina] Kosovo Food and Veterinary Laboratory"
1122,"[Kosovo, Prishtina] National Institute of Public Health of Kosova"
97,"[Kuwait, Kuweit] Ministry of Health"
2190,"[Kuwait, Hawally] Public Health Laboratory, Virology Unit"
1366,"[Kyrgyzstan, Bishkek] National Virology Laboratory, Center Microbiological Investigations"
1049,"[Lao, People's Democratic Republic, Vientiane] Ministry of Health Laos"
1569,"[Lao, People's Democratic Republic, Vientiane] NAHC"
1367,"[Lao, People's Democratic Republic, Vientiane] National Center for Laboratory and Epidemio ..."
1573,"[Lao, People's Democratic Republic, Vientiane] Sero-virology, National Centre for Laborato ..."
1416,"[Latvia, Riga] Infectology Center of Latvia"
3110,"[Latvia, Riga] Institute of Food Safety, Animal Health and Environment ""BIOR"""
3111,"[Latvia, Riga] Institute of Food Safety, Animal Health and Environment BIOR"
210,"[Latvia, Riga] State Agency, Infectology Center of Latvia"
2392,"[Lebanon, Beirut] American University of Beirut"
2389,"[Lebanon, Beirut] American University of Beirut"
2412,"[Lebanon, Beirut] Center for Infectious Diseases"
2393,"[Lebanon, Beirut] Center for Infectious Diseases Research"
2413,"[Lebanon, Beirut] Center for infectious Disease"
2414,"[Lebanon, Beirut] Center for infectious Disease Research"
1983,"[Lebanon, Beirut] Ministry of Agriculture, Animal Resources Directorate"
3735,"[Lebanon, Beirut] National Influenza Center - Rafic Hariri University Hospital"
2511,"[Lebanon, Beirut] National Influenza Center Lebanon"
2504,"[Lebanon, Beirut] National Influenza Center Lebanon"
2003,"[Lebanon, Beirut] Rafic Hariri University Hospital 4th floor DNA/Research Lab"
2388,"[Lebanon, beirut] aub"
2677,"[Libyan Arab Jamahiriya, Tripoli] University Of Tripoli"
246,"[Lithuania, Vilnius] Lithuanian AIDS Center Laboratory"
3445,"[Lithuania, Vilnius] Lithuanian National Food and Veterinary Risk Assessment Institute (NF ..."
199,"[Luxembourg, Luxembourg] Laboratoire National de Sante"
2107,"[Luxembourg, luxembourg] Laboratoire National de Sante - CRP-Sante"
2327,"[Luxembourg, Dudelange] Laboratoire National de Santé"
1858,"[Luxembourg, Dudelange] Laboratoire National de Santé"
1998,"[Luxembourg, Luxembourg] Laboratoire National de Santé"
3166,"[Luxembourg, Dudelange] Laboratoire de Médecine vétérinaire de l'Etat"
3543,"[Luxembourg, Dudelange] Laboratoire de médecine vétérinaire de l'Etat"
2108,"[Luxembourg, Esch-sur-Alzette] Luxembourg Institute of Health"
2563,"[Luxembourg, Dudelange] National Health Laboratory Luxemburg"
135,"[Macao, Macau] Laboratorio De Saude Publico"
2141,"[Macedonia, the former Yogoslav Republic of, Skopje] Faculty of Veterinary Medicine Skopje"
2004,"[Macedonia, the former Yogoslav Republic of, Skopje] Institute of Public Health (Macedonia ..."
3032,"[Macedonia, the former Yogoslav Republic of, Skopje] Institute of Public Health of Republi ..."
3580,"[Macedonia, the former Yogoslav Republic of, Skopje] Republic of Macedonia, Institute of P ..."
2092,"[Macedonia, the former Yogoslav Republic of, Skopje] University “Ss. Cyril and Methodius”  ..."
195,"[Madagascar, Antananarivo] Institut Pasteur de Madagascar"
3792,"[Malaysia, George Town] Hospital Pulau Pinang"
3785,"[Malaysia, Kota Bharu] Hospital Raja Perempuan Zainab II"
3786,"[Malaysia, Kota Bharu] Hospital Raja Perempuan Zainab II"
3782,"[Malaysia, Johor Bahru] Hospital Sultanah Aminah"
3791,"[Malaysia, Alor Setar] Hospital Sultanah Bahiyah"
3793,"[Malaysia, Kampung Baru, Kuala Lumpur] Hospital Tunku Azizah"
31,"[Malaysia, Kuala Lumpur] Institut Penyelidikan Perubatan"
2577,"[Malaysia, KUALA LUMPUR] Institute for Medical Research"
3546,"[Malaysia, Shah Alam] Institute for Medical Research"
1898,"[Malaysia, Kuala Lumpur] Institute for Medical Research"
2533,"[Malaysia, Shah Alam, Selangor] Institute for Medical Research"
1571,"[Malaysia, Kuala Lumpur] Institute for Medical Research"
2579,"[Malaysia, Kota Bharu] Kota Bharu Public Health Laboratory"
2569,"[Malaysia, Kota Kinabalu] Kota Kinabalu Public Health Laboratory, MoH Malaysia"
2568,"[Malaysia, Sungai Buloh] National Public Health Laboratory"
2581,"[Malaysia, Sungai Buloh] National Public Health Laboratory, MoH Malaysia"
2585,"[Malaysia, Sungai Buloh] National Public Health Laboratory, MoH Malaysia"
2583,"[Malaysia, Sungai Buloh] National Public Health Laboratory, MoH Malaysia"
2584,"[Malaysia, Sungai Buloh] National Public Health Laboratory, MoH Malaysia"
2570,"[Malaysia, Johor Bahru] National Public Health Laboratory, MoH Malaysia"
2571,"[Malaysia, Sungai Buloh] National Public Health Laboratory, MoH Malaysia"
2578,"[Malaysia, Sungai Buloh] National Public Health Laboratory, MoH Malaysia"
2574,"[Malaysia, Sungai Buloh] National Public Health Laboratory, MoH Malaysia"
2575,"[Malaysia, Sungai Buloh] National Public Health Laboratory, MoH Malaysia"
2576,"[Malaysia, Sungai Buloh] National Public Health Laboratory, MoH Malaysia"
2582,"[Malaysia, Sungai Buloh] National Public Health Laboratory, MoH Malaysia"
2573,"[Malaysia, Sungai Buloh] National Public Health Laboratory, MoH Malaysia"
2580,"[Malaysia, Sungai Buloh] National Public Health Laboratory, MoH Malaysia"
2586,"[Malaysia, Sungai Buloh] National Public Health Laboratory, MoH Malaysia"
2589,"[Malaysia, sungai buloh] National public health laboratory ministry of health malaysia"
2572,"[Malaysia, Ipoh] Public Health Laboratory Ipoh"
1586,"[Malaysia, Kuala Lumpur] University Malaya"
2587,"[Malaysia, ipoh] pulbic health laboratory ipoh"
2094,"[Maldives, Male] Ministry of Health"
3394,"[Mali, Bamako] Laboratoire Central Vétérinaire"
1927,"[Mali, Bamako] NIC Lab CVD-MALI"
215,"[Malta, Msida] Mater Dei Hospital"
2461,"[Mauritania, Nouakchottt] INRSP-Institut National de Recherches en Sante Publique"
189,"[Mauritius, Candos] Central Health Laboratory"
1627,"[Mauritius, Quatre Bornes] Central Health Laboratory"
3443,"[Mauritius, Candos] Ministry of Health and Wellness, Mauritius"
1626,"[Mauritius, Candos] National Influenza Centre, Department of Molecular Biology and Virolog ..."
1695,"[Mexico, Merida] Centro de Investigaciones Regionales Dr. Hideyo Noguchi"
347,"[Mexico, Cuajimalpa] Comision Mexico-Estados para la Prevencion de la Fiebre Aftosa"
3040,"[Mexico, Oaxaca] Hospital General Dr. Aurelio Valdivieso"
2638,"[Mexico, Ciudad de Mexico] Hospital General Manuel Gea Gonzalez"
3041,"[Mexico, Durango] Hospital General de Durango"
3039,"[Mexico, CDMX] Hospital Infantil de México Federico Gómez"
3042,"[Mexico, San Bartolo Coyotepec] Hospital Regional de Alta Especialidad de Oaxaca"
2640,"[Mexico, Ciudad de Mexico] Instituno Nacional de Pediatría"
2632,"[Mexico, Mexico] Instituto Nacional de Ciencias Medicas y Nutricion"
2641,"[Mexico, Ciudad de Mexico] Instituto Nacional de Ciencias Medicas y Nutrición"
2631,"[Mexico, Colonia Belisario Domínguez Sección XVI Ciudad de Mexico] Instituto Nacional de C ..."
2639,"[Mexico, Ciudad de Mexico] Instituto Nacional de Enfermedades Respiratorias"
2633,"[Mexico, Ciudad de Mexico] Instituto Nacional dePediatria"
2225,"[Mexico, Mexico] Instituto de Diagnostico y Referencia Epidemiologicos"
2221,"[Mexico, Mexico City] Instituto de diagnóstico y Referencia Epidemiologicos (INDRE)"
2102,"[Mexico, Mexico City] Instituto de diagnóstico y Referencia Epidemiologicos INDRE"
152,"[Mexico, Col Santo Tomas] Laboratorio de Virus Respiratorio"
2598,"[Mexico, San Nicolas de los Garza] Universidad Autonoma de Nuevo Leon"
1696,"[Mexico, Merida] Universidad Autonoma de Yucatan"
2599,"[Mexico, Monterrey] Universidad Autónoma de Nuevo León"
3715,"[Mexico, Mexico City] Universidad Nacional Autonoma de Mexico"
1018,"[Mexico, Monterrey] biotecnologia"
240,"[Micronesia, Federated States of, Chuuk] Chuuk State Hospital"
261,"[Micronesia, Federated States of, Kosrae] Kosrae State Hospital"
238,"[Micronesia, Federated States of, Pohnpei] Pohnpei Sate Laboratory"
249,"[Micronesia, Federated States of, Yap] Yap State Hospital"
213,"[Moldova, Republic of, Chisinau] National Centre for Preventive Medicine"
3418,"[Moldova, Republic of, Chișinău] Republican Center of Veterinary Diagnostics"
1046,"[Mongolia, Ulaanbaatar] National Center for Communicable Diseases"
2331,"[Mongolia, Ulaanbaatar] National Center for Communicable Diseases"
1900,"[Mongolia, Ulaanbaatar] National Center for Communicable Diseases"
1599,"[Mongolia, Ulaanbaatar] National Centre for Disease Control (NCDC)"
2006,"[Montenegro, Podgorica] Center for Medical Microbiology"
3700,"[Montenegro, Podgorica] Diagnostic Veterinary Laboratory"
3670,"[Montenegro, Podgorica] Diagnostic Veterinary Laboratory"
1513,"[Montenegro, Podgorica] Institute of Public Health"
212,"[Morocco, Rabat] Institut National d'Hygiène"
1133,"[Morocco, Rabat] Institut National d'Hygiène, Ministère de la Santé du Royaume du Maroc"
3233,"[Morocco, Casablanca] Laboratoire D'Analyses Et De Recherches Veterinaires"
3234,"[Morocco, Commune rurale oulad Azzouz] Laboratoire Régional d'Analyses et de Recherches de ..."
3235,"[Morocco, Casablanca] Laboratoire Régional d'Analyses et de Recherches de Casablanca (ONSS ..."
2138,"[Morocco, Rabat] National Institute of Hygien"
1150,"[Morocco, Rabat] National Institute of Hygiene"
3572,"[Mozambique, Maputo] Instituto Nacional de Saúde Mozambique (INS)"
1881,"[Mozambique, Maputo] Laboratório de Isolamento Viral"
1906,"[Mozambique, Maputo] National Institute of Health"
1048,[Myanmar] National Health Laboratory
1656,"[Myanmar, Insein, Yangon] National Veterinary Diagnostic Laboratory, Ministry of Livestock ..."
259,"[Nauru, Nauru] Republic of Nauru Hospital"
1476,"[Nepal, Kathmandu] Central Veterinary Laboratory"
1029,"[Nepal, Jawalakhel, Patan ] Headquarters British Gurkhas Nepal"
3593,"[Nepal, Janakpurdham] Madhesh Province Public Health Laboratory"
1620,"[Nepal, Kathmandu] National Public Health Laboratory"
3783,"[Nepal, Kathmadu] National Public Health Laboratory, Nepal"
3591,"[Nepal, Kathmandu] Patan Academiy of Health Sciences"
3594,"[Nepal, Lalitpur] Patan Academiy of Health Sciences"
3592,"[Nepal, Kathmandu] Province Public Health Laboratory, Janakpurdham, Nepal"
2676,"[Netherlands, Amsterdam] Academic Medical Center, University of Amsterdam"
3185,"[Netherlands, Leiden] Alrijne Ziekenhuis"
3190,"[Netherlands, Hoorn NH] Comicro B.V."
3194,"[Netherlands, Utrecht] Diakonessenhuis Utrecht"
329,"[Netherlands, Rotterdam] Erasmus Medical Center"
3260,"[Netherlands, Leiden] Eurofins Medische Microbiologie BV"
3101,"[Netherlands, Deventer] GD Animal Health Service"
